movie,review
blade_runner_2049,"  ""Blade Runner 2049 is glorious perfection. Enough said.  ""It""s nice to look at sometimes but that""s it  ""Good sh*t good story good animation good booba"
hidden_figures,"  ""Literally the worst movie I ever tried to sit through.. Poor acting.. And a false representation of reality..  ""So much better than the book! You can actually differentiate between the women; it""s all jumbled in the book. I would recommend!  ""This is a movies about racism, with a NASA background I think so many things that I can learn and adore 3 wonderful woman there  ""I N S P I R A T I O N A L W O M E N S T U F F . we love to see it.  ""Great movie with a great ending. Love the historical accuracy with a little Hollywood flair."
the_disaster_artist,"  ""The untalented can certainly make movies and maybe it""s those of us with the most untalented eyes that will appreciate these movies the most.  ""Una historia real bastante interesante; dramática, divertida y conmovedora; la recomiendo mucho.  ""The movie is funny and the protagonist is an interesting character. The ending is good too, so I recommend this movie"
mudbound,"  ""Very touching movie! Not so easy to digest, but absolutely a must see.  ""This movie really makes you think about the sins of the past & just how bad evil in man can be.  ""The brutality and violence was horrible.  Historical or not, there is no need to relive the brutality. The movie could have conveyed the message without such savage beatings and mutilations to mankind."
faces_places,"  ""Brilliant for all lovers of Art"
my_life_as_a_zucchini,"  ""heart-breaking, sweet, lovely and truly special.  ""Excellent heart warming film. A film that you can hug and roll over.  ""Horrible . And boring don""t waste your time ."
the_salesman_2017,"  ""A must see ! What a story and brilliant actors too !!!  ""One of those films - well made, well acted, but little of consequence happens   ""Another great movie from Asghar Farhadi!"
logan_lucky,"  ""Light and entertaining."
the_lego_batman_movie,"  ""This was very hilarious."
guardians_of_the_galaxy_vol_2,"  ""awesome entertainer. watched it like gazillion times..  ""Just couldn""t get into to it. Never finished it and i tried several times  ""The nearly perfect sequel.   ""Enjoyable but not as much so as the first \nMantis and Drax had some funny scenes"
bpm," Moving and inspiring.  ""Film afişi kalp atis hızımı arttirmaya ve gulumsetmeye yetiyor."
gods_own_country_2017,"  ""A modern, dramatic masterpiece! A representacion of the true cruel life! Kudos!!  ""Deeply moving, romantic, and incredibly acted, this film will stay in my heart for a long time.  ""Shows a bit of the realities of rural life and animal husbandry.  Interesting relationship dynamic.  ""This movie was beautiful, touching, and the perfect amount of eroticism and romanticism."
lucky_2017,"  ""Fantastic story of facing death.  ""The movie is well done, but it doesn""t do my style, on the contrary I found it quite boring"
kedi_2017,"  ""So touching, thank you.  ""This movie about the cats of Istanbul is wonderful"
a_ghost_story,"  ""Amazing feeling throughout. Not much dialogue, but somehow the ghost showed immense expression"
it_2017,"  ""Funny, original, & romantic!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""It was total legitness  ""The ending ruined it."
your_name_2017,"  ""that movie was so beautiful and good. that if the end was strange in my opinion"
jane,"  ""Another good bio. This time on Jane Goodall.  ""It was inspiring, especially to see a female scientist pursuing her dream, while being a mother  ""Excellent documentary. Fascinating woman. Makes you realize more women should be in science."
good_time," I have so much to say, that I have nothing to say. Only positive is that the actors are doing a phenomenal job  ""Pattinson carries this over the line  ""A horrible actions by horrible people acted superbly."
columbus_2017,"  ""An incredible piece of cinema.  ""Moving tendercrisp lol"
city_of_ghosts_2017,"  ""Fav doc of 2017. Another one snubbed. ???????  ""More people need to see this, horrific in parts but really eye opening  ""I understand Syria so much more now"
dawson_city_frozen_time,"  ""Unlike anything I have ever seen.  Haunting and revealing.  ""Watched some of it. Really cool history, saved from burial! Would love to have a copy of the documentary  ""An incredible documentary on silent film. A must watch for any film enthusiast or person interested in film history.   ""Way way too long and way way too arty for the subject matter, which is interesting. Not so interested in this kind of perspective which I found unbearably tedious."
the_work,"  ""This is an important movie about an even more important programme.  ""Absolutely riveting.  ""Intense, visceral, and deeply human."
bright_lights_starring_carrie_fisher_and_debbie_reynolds,"  ""Heartbreakingly Beautiful. Fisher is at her best when the Zingers fly.  ""So glad the product placement wasn""t distracting."
after_the_storm_2017,"  ""Grandma steals the show. But overall the movie felt a little bit incomplete  ""wooW i have watched already few times using boxxy software Its cool!  ""Koreeda will teach you how to live."
truman_2017," Meh it passed the time  ""The movie of truman have a very nice story that have a realistic image.  ""I laughed and cried. I mean, I really cried! Grab some tissues. Perfectly directed."
strong_island,"  ""Took twice as long as it needed to tell a complicated story.  ""A really sad story and very infuriating.  ""Must see documentary!"
whose_streets,"  ""Don""t waste your time or money on this crap."
my_journey_through_french_cinema," 3 hours and I would have enjoyed 3 more.  It""s divided by individuals who influenced him as a filmmaker and who he appreciated as a film lover.  He adds his own perspective to many great French films and also to many films I""ve never seen, but are now on my list."
john_wick_chapter_2,"  ""good sequel\ngreat action scenes  ""BABA YAGA IS FUCKING BACK!  ""AMAZING!!!\n\nI RECOMMEND TO YOU...  ""This is the best movie in the series."
menashe,"  ""A really important perspective.  ""Excellent movie.  Very realistic."
graduation_2017,"  ""It""s nice to have a peek at Romanian Cinema sometime.  ""Spectacular movie that has some memorable moments and its plot is quite driving.  ""The style of filmmaking fits perfectly with the dialogue, concerning societal moral issues."
raw_2017,"  ""Garbage movie - avoid wasting your time  ""‘Raw"" is Riveting, Tense, and Absolutely Stunning. ‘Raw"" Perfectly Balances Horrific and Comedic Elements.  ""A\nMasterpiece. Amazing \nTres bien ! \nBravo \nMust watch"
quest_2017,"  ""Great documentary film...sincere and inspiring."
step_2017,"  ""Awesome documentary, had me in tears of JOY!!!  ""Well done and very inspiring  ""A great, empowering film....  ""Entertaining, touching, inspiring. Great kids. Great film."
dina_2017," Amazing film. See it!  ""Thought provoking. Lovely movie."
the_happiest_day_in_the_life_of_olli_maki_2017," The Happiest Day in the Life of Olli Maki wears its influences proudly on its sleeves. Its artistic black-and-white cinematography and the naturalistic, sensual approach to storytelling evoke sixties cinema, especially the French New Wave. With such an influence came also the baggage of sparse dialogue, typical biographical conventions and weaker characterization. The romance, though, works entirely and that ending is immensely beautiful."
the_red_turtle," This movie looks amazing and does a great job at telling a story without dialogue.  ""Quite simply one of the most beautiful films I have or ever will see.  ""A quiet, self reflective story, that leaves much up to the personal interpretation"
the_meyerowitz_stories,"  ""Good acting, super boring.  ""20.10.2020 ---------"
in_this_corner_of_the_world,"  ""Beautiful movie!!!!!  ""Phenomenal, can""t recommend this enough!  ""Wonderful story with much satisfaction."
i_daniel_blake,"  ""reasonably acted, poorly scripted, vacuous poverty pornography for ideologues with socialist tendencies  ""TV(prime), R2.5.15\nWhat did you think of the movie?"
bombshell_the_hedy_lamarr_story,"  ""An important film for anyone who likes a bio which is more interesting than most!  ""Great insight into a truly brilliant, beautiful and misunderstood woman.  ""Absolutely blown away!"
ex_libris_new_york_public_library," Interesting, but a bit too much without structure for me and too long. The best parts were how young students learn to use it.  ""too little internal structure, lacked identification of people speaking  ""Needs editing. Office meeting scenes are too long.  Street scenes are repetetive"
1945,"  ""Effective and interesting little film. Slightly over egged for my taste but overall an engaging 90 minutes or so.  ""The dread. And impending doom. I liked this."
a_quiet_passion,"  ""Stilted performances do not do justice to the story of a phenomenal if restrained poetess.  The character interactions seem forced and the dialogue unnatural.  ""I admire the craftmanship but this film is a slow slog of talking heads that only the most patient of viewers will find entertainment value in."
